Sentence,Sentencia,Type,Tipo
"However, several sites interpreted as Iron Age shrines seem to contradict this view which may derive from Victorian and later Celtic romanticism.","Sin embargo, varios sitios interpretados como santuarios de la Edad del Hierro parecen contradecir esta opinión que puede derivar del romanticismo victoriano y celta.",Visual,Visual
"Several authors have supposed it to be Celtic in origin, while others view it as a name coined by Greeks.","Varios autores han supuesto que es de origen celta, mientras que otros lo ven como un nombre acuñado por los griegos.",Visual,Visual
This view has been challenged by the hypothesis that the Celtic languages of the British Isles form a phylogenetic Insular Celtic dialect group.,Esta opinión ha sido desafiada por la hipótesis de que las lenguas celtas de las Islas Británicas forman un grupo de dialecto celta insular filogenético.,Visual,Visual
"While they can be seen as motivated by outright aggression and imperialism, historians typically take a much more nuanced view.","Si bien pueden ser vistos como motivados por la agresión directa y el imperialismo, los historiadores generalmente tienen una opinión mucho más matizada.",Visual,Visual
Looking down from the seventh floor balcony gave them a bird's-eye view of the street below.,Mirar desde el balcón del séptimo piso les dio una vista de pájaro de la calle de abajo.,Visual,Visual
"The following is not the popular view of marriage in our hyperfeminist culture, nevertheless it is God's view.","La siguiente no es la visión popular del matrimonio en nuestra cultura hiperfeminista, sin embargo, es la opinión de Dios.",Visual,Visual
The traditional view is that northern Britain descended into anarchy during Albinus's absence.,La opinión tradicional es que el norte de Gran Bretaña descendió a la anarquía durante la ausencia de Albinus.,Visual,Visual
From this point of view it makes no sense to stick rigidly to the idea of our own bodyhood as something with bounded extension in space.,"Desde este punto de vista, no tiene sentido seguir rígidamente la idea de nuestra propia cuerpo como algo con extensión limitada en el espacio.",Visual,Visual
"Stalin certainly held this view, and so did many Bolsheviks, with their hypostasization of social forces over individual desires and intentions.","Stalin ciertamente mantuvo este punto de vista, y también muchos bolcheviques, con su hipostasización de las fuerzas sociales sobre los deseos e intenciones individuales.",Visual,Visual
"The first Broad Church, in her view, included Coleridge, Arnold, Kingsley, and Maurice, and was spiritual in the same way as the Evangelicals.","La primera iglesia amplia, en su opinión, incluía a Coleridge, Arnold, Kingsley y Maurice, y era espiritual de la misma manera que los evangélicos.",Visual,Visual
The traditional view of inspiration is that God worked through human authors so that what they produced was what God wished to communicate.,La visión tradicional de la inspiración es que Dios trabajó a través de autores humanos para que lo que produjeron era lo que Dios deseaba comunicarse.,Visual,Visual
To view this mountain I and my little family set off in a caleche on the third morning after our arrival at Bangor.,Para ver esta montaña y mi pequeña familia partimos en un Caleche en la tercera mañana después de nuestra llegada a Bangor.,Visual,Visual
"This, reacting to a world dominated by Enlightenment rationalism, expressed a romantic view of a Golden Age of chivalry.","Esto, reaccionando a un mundo dominado por el racionalismo de la iluminación, expresó una visión romántica de una edad de oro de la caballería.",Visual,Visual
"In this view, held by the majority of historians until the mid to late twentieth century, much of England was cleared of its prior inhabitants.","Desde este punto de vista, en poder de la mayoría de los historiadores hasta mediados y finales del siglo XX, gran parte de Inglaterra fue autorizada de sus habitantes anteriores.",Visual,Visual
"Another view, probably the most widely held today, is that the migrants were relatively few, centred on a warrior elite.","Otra opinión, probablemente la más amplia hoy en día, es que los migrantes estaban relativamente pocos, centrados en una élite guerrera.",Visual,Visual
"So maybe the phenomenon is not so alien, after all but this view raises some other issues, such as why are cellotaphs everywhere now?","Entonces, tal vez el fenómeno no sea tan ajeno, después de todo, excepto este punto de vista plantea otros problemas, como ¿por qué los violonchépidos están en todas partes ahora?",Visual,Visual
"This view has influenced much of the linguistic, scholarly and popular perceptions of the process of anglicisation in Britain.","Este punto de vista ha influido en gran parte de las percepciones lingüísticas, académicas y populares del proceso de anglicización en Gran Bretaña.",Visual,Visual
Another theory has challenged this view and started to examine evidence that the majority of Anglo Saxons were Brittonic in origin.,Otra teoría ha desafiado este punto de vista y comenzó a examinar la evidencia de que la mayoría de los anglosajones eran de origen británico.,Visual,Visual
"In Michael Wood's view, the poem confirms the truth of William of Malmesbury's account of the ceremony.","En opinión de Michael Wood, el poema confirma la verdad del relato de William de Malmesbury de la ceremonia.",Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
The overall grade is a compilation of input from these sources. Thus it provides a true 360-degree view of the officer evaluated.,"La calificación general es una compilación de aportes de estas fuentes. Por lo tanto, proporciona una verdadera vista de 360 ​​grados del oficial evaluado.",Visual,Visual
In the view of historians David Dumville and Janet Nelson he may have agreed not to marry or have heirs in order to gain acceptance.,"En opinión de los historiadores, David Dumville y Janet Nelson, puede haber acordado no casarse o tener herederos para obtener aceptación.",Visual,Visual
"However, the English nobility took a different view, and the Witenagemot recalled Aethelred from Normandy.","Sin embargo, la nobleza inglesa tenía una opinión diferente, y el Witenagemot recordó a Aethelred de Normandía.",Visual,Visual
Newton's Principia formulated the laws of motion and universal gravitation that dominated scientists' view of the physical universe for the next three centuries.,Los Principia de Newton formularon las leyes de movimiento y la gravitación universal que dominó la visión de los científicos del universo físico durante los próximos tres siglos.,Visual,Visual
"Let us, indeed, see how the point of view has changed which was held in regard to those cultivated and glib accumbents who in former days were taken for real social workers.","De hecho, veamos cómo ha cambiado el punto de vista que se mantuvo con respecto a aquellos accesorios cultivados y simplistas que en los días anteriores fueron tomados para trabajadores sociales reales.",Visual,Visual
"Sizing the acetabulum on an orthogonal lateral view of the acetabulum will provide additional insight on sizing, particularly in the nonhemispheric acetabulae.","Dimensionar el acetábulo en una vista lateral ortogonal del acetábulo proporcionará información adicional sobre el tamaño, particularmente en las acetábulos no hemisféricas.",Visual,Visual
Afrikanerdom is being repositioned as an endangered minority within a liberal democracy. From a strategic point of view this must be judged a good move.,"Afrikanerdom está siendo reposicionada como una minoría en peligro de extinción dentro de una democracia liberal. Desde un punto de vista estratégico, esto debe juzgarse un buen movimiento.",Visual,Visual
"Oh! could I paint his figure as I see it now, still present to my transported imagination! a whole length of an allperfect, manly beauty in full view.","¡Oh! ¿Podría pintar su figura como lo veo ahora, todavía presente en mi imaginación transportada! Una longitud completa de una belleza más perfecta y varonil a la vista.",Visual,Visual
The princess of whom his majesty had an ambulatory view in his travels.,La princesa de la que su majestad tenía una visión ambulatoria en sus viajes.,Visual,Visual
"To the degree that my universe intersects with the Angelverse, I view Angel as far more than a creature tormented by blood cravings, past horrors, and mystical forces.","En la medida en que mi universo se cruza con el Angelverse, veo a Angel más que una criatura atormentada por antojos de sangre, horrores pasados ​​y fuerzas místicas.",Visual,Visual
"My view is free from apeirophobia, the horror of the infinite, which colored so much of what was written at the beginning of this century about the foundations of mathematics.","Mi punto de vista está libre de apeirofobia, el horror de los Infinitos, que coloreó mucho de lo que se escribió a principios de este siglo sobre los fundamentos de las matemáticas.",Visual,Visual
A view South across the Kent Weald from the North Downs Way near Detling.,Una vista al sur a través del Kent Weald desde North Downs Cerca de Detling.,Visual,Visual
One would not be able to return from an extended holiday and drive off in the family car in view of the boiloff from even the best insulated tank.,Uno no podría regresar de unas vacaciones prolongadas y conducir en el automóvil familiar en vista del quema incluso del mejor tanque aislado.,Visual,Visual
"When you look at a chair, you are aware of its shape from a particular point of view, but defenders of this objection insist that you are also aware of its chairness.","Cuando mira una silla, es consciente de su forma desde un punto de vista particular, pero los defensores de esta objeción insisten en que también es consciente de su presidencia.",Visual,Visual
"While he may not agree with the design aesthetic, Mr. King's essay smacks of a citycentric view that suggests that authentic experiences are impossible in the suburbs.","Si bien puede no estar de acuerdo con la estética de diseño, el ensayo del Sr. King huele a una visión centrada en la ciudad que sugiere que las experiencias auténticas son imposibles en los suburbios.",Visual,Visual
That citycentric view has not always gone over well outside New York.,Esa vista Citycentric no siempre ha ido bien fuera de Nueva York.,Visual,Visual
A worldwide TV audience had a close-up view of the astronauts when they splashed down and as they emerged from the bobbing spaceship they call Gumdrop.,"Una audiencia de televisión mundial tenía una vista de primer plano de los astronautas cuando salpicaban y, cuando salieron de la nave espacial, llaman Gumdrop.",Visual,Visual
My voice and the rising voices of millions of other Americans who share this view represent more than the codgy old attempt of one generation to steal the fun of another.,Mi voz y las voces crecientes de millones de otros estadounidenses que comparten este punto de vista representan más que el viejo intento de una generación de una generación de robar la diversión de otro.,Visual,Visual
"Most people seem to take the common-sensical view that or sometimes functions inclusively and sometimes exclusively, and this is the position that the OED takes.","La mayoría de las personas parecen tener la visión común de que o, a veces, funciona de manera inclusiva y a veces exclusiva, y esta es la posición que toma el OED.",Visual,Visual
"Since indirect speech consists of only one experience, the only point of view is that of the quoting speaker, and present and NOW are cotemporal with the act of quotation.","Dado que el discurso indirecto consiste en una sola experiencia, el único punto de vista es el del hablante de citas, y presente y ahora son cotemporales con el acto de cita.",Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
"In contradistinction to this view, Abraham and Torok's theory of cryptonymy construes the bar or sign of repression as an object of investigation that gives itself to be read.","En contradicción con este punto de vista, la teoría de la criptimia de Abraham y Torok interpreta el listón o el signo de represión como un objeto de investigación que se da a sí mismo para ser leído.",Visual,Visual
The knowledge of men hitherto hath been determined by the view or sight.,El conocimiento de los hombres hasta ahora ha sido determinado por la vista o la vista.,Visual,Visual
"From a workflow point of view, the access to these tools seems to have been guided by artists with experience with exposure sheets and traditional animation.","Desde el punto de vista del flujo de trabajo, el acceso a estas herramientas parece haber sido guiado por artistas con experiencia con hojas de exposición y animación tradicional.",Visual,Visual
"This gets to the heart of the matter because, in the parthenogenic state, the fruits are more edible and the trees more productive from the human's point of view.","Esto llega al corazón del asunto porque, en el estado partenogénico, las frutas son más comestibles y los árboles más productivos desde el punto de vista del humano.",Visual,Visual
"Although eggcrate louvers can effectively cut off the view of bright lamps, the grid itself can become rather bright, especially when it is white.","Aunque las rejillas de huevo pueden cortar efectivamente la vista de las lámparas brillantes, la cuadrícula en sí puede volverse bastante brillante, especialmente cuando es blanca.",Visual,Visual
"Some thinkers take the view that, beginning with the work of Descartes, epistemology began to replace metaphysics as the most important area of philosophy.","Algunos pensadores consideran que, comenzando con el trabajo de Descartes, la epistemología comenzó a reemplazar la metafísica como el área de filosofía más importante.",Visual,Visual
"When it reported in 1908, it took a strongly hereditarian view of mental deficiency, which was not surprising given that many of its members were paid-up eugenists.","Cuando informó en 1908, tomó una visión fuertemente hereditaria de la deficiencia mental, lo que no fue sorprendente dado que muchos de sus miembros fueron eugenistas pagados.",Visual,Visual
"As each skull was taken out, the exhumer held it up to the view of the onlookers, when a wailing cry would be heard as they greeted the remains of their dead relative.","A medida que se sacaba cada cráneo, el exhumador lo mantuvo hasta la vista de los espectadores, cuando se escucharía un grito de lamento mientras saludaban los restos de su pariente muerto.",Visual,Visual
The frog's view sees the world and its problems from the bottom up.,La visión de la rana ve el mundo y sus problemas de abajo hacia arriba.,Visual,Visual
We routinely use a lateral frog view for followup hip evaluation but occasionally obtain a cross-table lateral view to evaluate acetabular component version.,"Utilizamos rutinariamente una vista de rana lateral para la evaluación de la cadera de seguimiento, pero ocasionalmente obtenemos una vista lateral transversal para evaluar la versión de componentes acetabulares.",Visual,Visual
The hoblin leaned over to get a better view of Princess's backside.,El Hoblin se inclinó para obtener una mejor vista de la espalda de Princess.,Visual,Visual
"However, some archaeologists have argued against this view, saying there is no archaeological or placename evidence for a migration or a takeover by a small group of elites.","Sin embargo, algunos arqueólogos han argumentado en contra de este punto de vista, diciendo que no hay evidencia arqueológica o de nombre de juego para una migración o una adquisición de un pequeño grupo de élites.",Visual,Visual
"Therefore, the president of the bench's view of the case is not neutral and may be biased while conducting the trial after the reading of the dossier.","Por lo tanto, el presidente del banco del caso no es neutral y puede ser sesgado al realizar el juicio después de la lectura del expediente.",Visual,Visual
"As the highest ground in England, Scafell Pike naturally has a very extensive view on a clear day, ranging from the Mourne Mountains in Northern Ireland to Snowdonia in Wales.","Como el terreno más alto de Inglaterra, Scafell Pike naturalmente tiene una vista muy extensa en un día despejado, desde las montañas de Morne en Irlanda del Norte hasta Snowdonia en Gales.",Visual,Visual
"This project has been pronounced as one of the best places to view birds by Bill Oddie, the celebrity bird watcher and former host of the BBC's Spring Watch Programme.","Este proyecto ha sido pronunciado como uno de los mejores lugares para ver las aves por Bill Oddie, el observador de aves celebridades y ex presentador del programa Spring Watch de la BBC.",Visual,Visual
Seneca's Apocolocyntosis reinforces the view of Claudius as an unpleasant fool and this remained the official view for the duration of Nero's reign.,La apocolocintosis de Séneca refuerza la visión de Claudio como un tonto desagradable y esta siguió siendo la opinión oficial durante la duración del reinado de Nero.,Visual,Visual
"The traditional view of historians, informed by the work of Michael Rostovtzeff, was of a widespread economic decline at the beginning of the 5th century.","La visión tradicional de los historiadores, informado por el trabajo de Michael Rostovtzeff, era de una disminución económica generalizada a principios del siglo V.",Visual,Visual
"However, the generally accepted view of British history, is that the inhabitants of Britain at this time spoke a Celtic language related to modern Welsh.","Sin embargo, la visión generalmente aceptada de la historia británica es que los habitantes de Gran Bretaña en este momento hablaban un idioma celta relacionado con el galés moderno.",Visual,Visual
"In its preface, he argued that Zosimus' picture of Constantine was superior to that offered by Eusebius and the Church historians, offered a more balanced view.","En su prefacio, argumentó que la imagen de Constantine de Zosimus era superior a la ofrecida por Eusebio y los historiadores de la iglesia, ofrecía una visión más equilibrada.",Visual,Visual
"Others view baptism as a purely symbolic act, an external public declaration of the inward change which has taken place in the person, but not as spiritually efficacious.","Otros ven el bautismo como un acto puramente simbólico, una declaración pública externa del cambio interno que ha tenido lugar en la persona, pero no tan espiritualmente eficaz.",Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
Supporters of the Celtic hypothesis criticise the view taken in many textbooks that because there are only a few loanwords from Celtic there was no other influence.,Los partidarios de la hipótesis celta critican la opinión tomada en muchos libros de texto que debido a que solo hay unas pocas palabras de préstamo del Celtic no hubo otra influencia.,Visual,Visual
"It takes a little time for the personal fatty acids to impregnate new shoes or boots, but from the scent point of view leather is a sponge, and the personal scent is left.","Los ácidos grasos personales tarda un poco de tiempo en impregnar zapatos o botas nuevos, pero desde el punto de vista del olor, el cuero es una esponja, y el aroma personal queda.",Visual,Visual
"In view of this incommensurableness of most numbers and their respective logarithms, only an approximate definition can be given of a logarithm in general.","En vista de esta inconmensurabilidad de la mayoría de los números y sus respectivos logaritmos, solo se puede dar una definición aproximada de un logaritmo en general.",Visual,Visual
"Although earlier historians argued that women became less free and lost rights with the conquest, current scholarship has mostly rejected this view.","Aunque los historiadores anteriores argumentaron que las mujeres se volvieron menos libres y perdieron derechos con la conquista, la erudición actual ha rechazado principalmente este punto de vista.",Visual,Visual
"From a political point of view, continental issues were given more attention from the monarchs of England than the British ones already under the Normans.","Desde un punto de vista político, los problemas continentales recibieron más atención de los monarcas de Inglaterra que los británicos que ya están bajo los normandos.",Visual,Visual
"Influential as Stubbs was, it was long before this view was challenged.","Influyente como lo fue Stubbs, pasó mucho tiempo antes de que este punto de vista fuera desafiado.",Visual,Visual
The classical view is that the many casualties among the nobility continued the changes in feudal English society caused by the effects of the Black Death.,La visión clásica es que las muchas víctimas entre la nobleza continuaron los cambios en la sociedad inglesa feudal causados ​​por los efectos de la muerte negra.,Visual,Visual
"In view of this biochemical diversity, the possibilities of interspecies hybridization in this genus are very interesting and worthy of attention.","En vista de esta diversidad bioquímica, las posibilidades de la hibridación entre especies en este género son muy interesantes y dignas de atención.",Visual,Visual
"In 1534, Cromwell initiated a Visitation of the Monasteries ostensibly to examine their character, but in fact, to value their assets with a view to expropriation.","En 1534, Cromwell inició una visita de los monasterios aparentemente para examinar su carácter, pero de hecho, para valorar sus activos con el fin de la expropiación.",Visual,Visual
"Some commentators have seen this change in mood as evidence of a more serene view of life on Shakespeare's part, but it may merely reflect the theatrical fashion of the day.","Algunos comentaristas han visto este cambio en el estado de ánimo como evidencia de una visión más serena de la vida por parte de Shakespeare, pero simplemente puede reflejar la moda teatral del día.",Visual,Visual
"In recent decades, most historians have criticised him, the main exception being Kevin Sharpe who offered a more sympathetic view of Charles that has not been widely adopted.","En las últimas décadas, la mayoría de los historiadores lo han criticado, la principal excepción es Kevin Sharpe, quien ofreció una visión más comprensiva de Charles que no ha sido ampliamente adoptada.",Visual,Visual
"He became an Independent Puritan after undergoing a religious conversion in the 1630s, taking a generally tolerant view towards the many Protestant sects of his period.","Se convirtió en un puritano independiente después de someterse a una conversión religiosa en la década de 1630, teniendo una visión generalmente tolerante hacia las muchas sectas protestantes de su período.",Visual,Visual
"Although Professor Davidson took a very jaundiced view of the Neptune probe, it had already been approved and he saw no point in sending more good money after bad.","Aunque el profesor Davidson tomó una visión muy ictericia de la investigación de Neptuno, ya había sido aprobado y no tenía sentido enviar más dinero bueno después de mal.",Visual,Visual
"If we have experienced a hostile world in childhood, we will continue to view almost everyone with a jaundiced eye and react to them according to our perception.","Si hemos experimentado un mundo hostil en la infancia, continuaremos viendo a casi todos con un ojo ictericia y reaccionaremos ante ellos de acuerdo con nuestra percepción.",Visual,Visual
"Unfortunately for him, the House of Commons failed to view him as a reluctant participant in the scandal, instead believing that he was the author of the policy.","Desafortunadamente para él, la Cámara de los Comunes no lo vio como un participante reacio en el escándalo, en lugar de creer que era el autor de la política.",Visual,Visual
"The proponents of this view, most famously Adam Smith in 1776, argued that wealth was created by human endeavour and was thus potentially infinite.","Los proponentes de este punto de vista, más famoso Adam Smith en 1776, argumentaron que la riqueza fue creada por un esfuerzo humano y, por lo tanto, era potencialmente infinita.",Visual,Visual
"They stayed at Worsley Hall, with a view of the canal, and were given a trip between Patricroft railway station and Worsley Hall, on state barges.","Se quedaron en Worsley Hall, con una vista del canal, y se les dio un viaje entre la estación de tren de Patricroft y Worsley Hall, en las barcas estatales.",Visual,Visual
"In the Luftwaffe, there was a cautious view of strategic bombing.","En la Luftwaffe, había una visión cautelosa del bombardeo estratégico.",Visual,Visual
"From the German point of view, March 1941 saw an improvement.","Desde el punto de vista alemán, marzo de 1941 vio una mejora.",Visual,Visual
This is the result of the legal positivist view that the court is only interpreting the legislature's intent and therefore detailed exposition is unnecessary.,"Este es el resultado de la opinión positivista legal de que el tribunal solo está interpretando la intención de la legislatura y, por lo tanto, la exposición detallada es innecesaria.",Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
"In earlier eras, people often suggested that this presumption did not apply if the past decision, in the view of the court's current members, was demonstrably erroneous.","En épocas anteriores, las personas a menudo sugirieron que esta presunción no se aplicaba si la decisión pasada, en opinión de los miembros actuales del tribunal, era demostrablemente erróneo.",Visual,Visual
"Chiswick Eyot is a familiar landmark on the Boat Race course, while Glover's Island forms the centrepiece of the spectacular view from Richmond Hill.","Chiswick Eyot es un hito familiar en el curso de la carrera de botes, mientras que la isla de Glover forma la pieza central de la espectacular vista desde Richmond Hill.",Visual,Visual
"The latter view implies a free market is not necessarily deregulated, although some of those with the former belief speak of free markets and deregulated markets as similar.","La última vista implica que un mercado libre no está necesariamente desregulado, aunque algunos de los que tienen la primera creencia hablan de mercados libres y mercados desregulados como similares.",Visual,Visual
My vision has become a reality as I take two days per week during the school calendar year to work on empowering people to do as I did.,Mi visión se ha convertido en una realidad ya que tomo dos días por semana durante el año calendario escolar para trabajar para empoderar a las personas para que lo hice.,Visual,Visual
"Military vision documents are written in the active voice, with strong verbs and modifiers.","Los documentos de visión militar están escritos en la voz activa, con verbos y modificadores fuertes.",Visual,Visual
We first learned of its existence when she was eight years old and began having vision problems.,Primero nos enteramos de su existencia cuando tenía ocho años y comenzamos a tener problemas de visión.,Visual,Visual
"His vision includes a relief road to run alongside the railway, cycleways and the improvement of amenities.","Su visión incluye un camino de ayuda para correr junto al ferrocarril, ciclovías y la mejora de las comodidades.",Visual,Visual
"Jesus held his hand aloft above his eyes, so as to shield his vision from the glare of the sun, and blew wind through his lips.","Jesús sostuvo su mano en alto sobre sus ojos, para proteger su visión del resplandor del sol, y sopló el viento a través de sus labios.",Visual,Visual
We have a clear vision of what our goals are and are feeling motivated to work hard this winter in preparation for the races.,Tenemos una visión clara de cuáles son nuestros objetivos y nos sentimos motivados para trabajar duro este invierno en preparación para las carreras.,Visual,Visual
"In modern language, this account relates how Mohammed's vision of the Archangel waned and disappeared.","En el lenguaje moderno, este relato relata cómo la visión de Mahoma del Arcángel disminuyó y desapareció.",Visual,Visual
"Suddenly the vision blurred as quick as it had appeared, and she had to brace herself against the door frame to steady her balance.","De repente, la visión se borró tan rápido como había parecido, y tuvo que prepararse contra el marco de la puerta para estabilizar su equilibrio.",Visual,Visual
"She shares our vision and aspirations for this unique venture, and brings a wealth of experience and enthusiasm to the project.","Ella comparte nuestra visión y aspiraciones para esta empresa única, y aporta una gran experiencia y entusiasmo al proyecto.",Visual,Visual
"Without a vision of what a final settlement would entail, however, Oslo merely gave rejectionists on both sides time to mobilize.","Sin una visión de lo que implicaría un acuerdo final, sin embargo, Oslo simplemente dio a los rechazos en ambos lados tiempo para movilizarse.",Visual,Visual
"When we think of traditional food, some folks get a vision of a big bucket of Kentucky Fried Chicken and a family box of fries.","Cuando pensamos en la comida tradicional, algunas personas obtienen una visión de un gran cubo de pollo frito de Kentucky y una caja familiar de papas fritas.",Visual,Visual
"In Lee's dystopian vision of the world of entertainment, television is all-powerful and all-corrupting.","En la visión distópica de Lee del mundo del entretenimiento, la televisión es todopoderosa y corrupta.",Visual,Visual
She had a problem of hazy vision in her right eye and could not be cured through allopathy.,Tenía un problema de visión brumosa en su ojo derecho y no podía curarse a través de la alopatía.,Visual,Visual
"The funny thing is, because I'd played that hole so many times when I could see, I have this clear vision of all three of my aces.","Lo curioso es que, porque había tocado ese agujero muchas veces cuando pude ver, tengo esta visión clara de mis tres ases.",Visual,Visual
His vision includes the development and revitalisation of the neglected waterfront of the River Foyle.,Su visión incluye el desarrollo y la revitalización de la costa descuidada del río Foyle.,Visual,Visual
"His vision no longer impeded, Sid looked down at the board, ablaze with multi-colored lights.","Su visión ya no impedía, Sid miró el tablero, en llamas con luces multicolores.",Visual,Visual
"He blinked, his foggy vision slowly clearing, and stood, realizing that the last watch of the night was over, and the king was awake.","Parpadeó, su visión neblina se limpió lentamente, y se puso de pie, dándose cuenta de que el último reloj de la noche había terminado, y el rey estaba despierto.",Visual,Visual
"He leavens his vision of the human slaughterhouse with emotions, but these nearly always lead to impasse, or compromise.","Leava su visión del matadero humano con emociones, pero casi siempre conducen a un impasse o compromiso.",Visual,Visual
"Blood thirst blurred his vision as he howled with rage, shattering the invisible shackles that restricted his body.","La sed de sangre difuminó su visión mientras aullaba de ira, destrozando los grilletes invisibles que restringieron su cuerpo.",Visual,Visual
"Two world wars, a depression, and a cold war that threatened global annihilation ushered in a darker vision of human potentiality.","Dos guerras mundiales, una depresión y una guerra fría que amenazó la aniquilación global marcó el comienzo de una visión más oscura de la potencialidad humana.",Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
And for vision it is also necessary that there should be visual purple behind the retina and an opaque cornea and iris.,"Y para la visión, también es necesario que haya púrpura visual detrás de la retina y una córnea opaca e iris.",Visual,Visual
The report offered a vision of street advertising that used retinal scanning to produce customised messages for passing consumers.,El informe ofreció una visión de la publicidad callejera que utilizaba escaneo de retina para producir mensajes personalizados para los consumidores que pasan.,Visual,Visual
"However, it is the leader's moral principles and integrity that give legitimacy and credibility to the vision and sustain it.","Sin embargo, son los principios morales e integridad del líder los que dan legitimidad y credibilidad a la visión y la sostienen.",Visual,Visual
"In retracing Hegel's itinerary he is in a way making it less idiosyncratic, less the vision of a lone philosopher, and more a familiar sight.","Al volver sobre el itinerario de Hegel, lo hace de alguna manera menos idiosincrásico, menos la visión de un filósofo solitario y más una vista familiar.",Visual,Visual
"Is this a Utopian vision of the leisured society of the future, as liberated by technology?","¿Es esta una visión utópica de la sociedad ocio del futuro, como lo liberó la tecnología?",Visual,Visual
For him it was a means of revealing the divine principle and concretizing a personal vision of the Supreme Being that had been vouchsafed to him.,Para él era un medio para revelar el principio divino y concretizar una visión personal del ser supremo que le había sido atendido a él.,Visual,Visual
"The open, revelatory vision of the crystal ends up being one more version of the covert vision of allegory.",La visión abierta y reveladora del cristal termina siendo una versión más de la visión encubierta de la alegoría.,Visual,Visual
"The vision that you have at the beginning is just constantly chipped away at, and you haven't even filmed anything.","La visión que tienes al principio solo está constantemente astillada, y ni siquiera has filmado nada.",Visual,Visual
"They wrote vision statements and then rewrote them, soliciting input from people inside and outside the business.","Escribieron declaraciones de visión y luego las reescribieron, solicitando aportes de personas dentro y fuera del negocio.",Visual,Visual
The interaction between the vision of colors and odor determination is investigated through lexical analysis of experts' wine tasting comments.,La interacción entre la visión de los colores y la determinación del olor se investiga a través del análisis léxico de los comentarios de degustación de vinos de los expertos.,Visual,Visual
Congratulations are due to the Scottish business leaders who had the vision and enterprise to launch this project.,Felicitaciones se deben a los líderes empresariales escoceses que tenían la visión y la empresa para lanzar este proyecto.,Visual,Visual
"In a world of limits imposed by nature and history, libertarianism represents a powerful vision of escape.","En un mundo de límites impuestos por la naturaleza y la historia, el libertarismo representa una poderosa visión de escape.",Visual,Visual
"In a world of limits imposed by nature and society, libertarianism represents a powerful vision of escape.","En un mundo de límites impuestos por la naturaleza y la sociedad, el libertarismo representa una poderosa visión de escape.",Visual,Visual
The same antipodal vision persists in the stories collected by David Malouf under the title of Antipodes.,La misma visión antipodal persiste en las historias recopiladas por David Malouf bajo el título de Antipodes.,Visual,Visual
Even though his vision could have easily been corrected he preferred to wear an antique pair of glasses.,"A pesar de que su visión podría haberse corregido fácilmente, prefería usar un par de anteojos antiguos.",Visual,Visual
"Knowing the location of all ships, planes and submarines is the ideal vision sought by FORCEnet.","Conocer la ubicación de todos los barcos, aviones y submarinos es la visión ideal solicitada por Forcenet.",Visual,Visual
We are asked to contemplate the vision of the Son at the right hand of the Father in glory and the Holy Spirit about to break forth upon us.,Se nos pide que contemplemos la visión del Hijo a la mano derecha del Padre en gloria y el Espíritu Santo a punto de rompernos.,Visual,Visual
"But unless his reactionary vision begins to be actively countered, that is the impression that will abide.","Pero a menos que su visión reaccionaria comience a ser contrarrestada activamente, esa es la impresión que permanecerá.",Visual,Visual
"Also, the kind of good governance needed for a long term regional vision was lacking.","Además, faltaba el tipo de buen gobierno necesario para una visión regional a largo plazo.",Visual,Visual
What is lacking is the vision and the statesmanship necessary to make that vision a reality.,Lo que falta es la visión y la estadista necesaria para hacer realidad esa visión.,Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
"The original has more than 30 characters plus assorted lackeys, pastry cooks and cadets to help create a vision of life in 17 th-century Paris.","El original tiene más de 30 caracteres más lacayos variados, cocineros y cadetes para ayudar a crear una visión de la vida en el París del siglo XVII.",Visual,Visual
"She was indeed a vision in powder blue silk, the bodice of the dress enhanced with lace and even more pearls.","De hecho, era una visión en seda azul en polvo, el corpiño del vestido mejorado con encaje e incluso más perlas.",Visual,Visual
"I love the director's over-the-top sense of humour, especially his trademarked vision of the media of the future.","Me encanta el sentido del humor exagerado del director, especialmente su visión registrada de los medios de comunicación del futuro.",Visual,Visual
"If not treated early enough, an amblyopic eye may never develop good vision and may even become functionally blind.","Si no se trata lo suficientemente temprano, un ojo amblementepel es nunca desarrollar una buena visión e incluso puede volverse funcionalmente ciego.",Visual,Visual
"Ordinarily I assume that things are as they look, unless it occurs to me that my vision is being affected abnormally.","Por lo general, supongo que las cosas son como se ven, a menos que se me ocurra que mi visión se ve afectada anormalmente.",Visual,Visual
People have this vision of childhood as being a time of innocence and playing dolls.,La gente tiene esta visión de la infancia como una época de inocencia y jugando muñecas.,Visual,Visual
"This delicious, melancholic vision both romanticises the subject and bathes the object in writerly, almost heroic solitude.","Esta deliciosa visión melancólica romantiza el tema y baña el objeto en la soledad de escritura, casi heroica.",Visual,Visual
"I want to say that Campion's An Angel at My Table is faithful to Frame's autobiography, specifically to the writerly vision of the writer's life.","Quiero decir que Campion es un ángel en mi mesa es fiel a la autobiografía de Frame, específicamente a la visión de escritura de la vida del escritor.",Visual,Visual
